PMID,FACTOR,TEXT
34980518,PICC infection,"thrombosis and infections of peripherally inserted central catheters in burn patients: a 3-year retrospective study and a systematic review. burn patients need special considerations because of restricted insertion sites, burn wounds, hyper coagulation, high infection rates and others. this study aims to investigate the thrombosis and infections of piccs in burn patients. upper extremity vein thrombosis (uevt) and central line-associated bloodstream infection (clabsi) were the main outcome."
33298237,PICC indwelling time,"results: in total, 1,142 piccs were inserted, with 153,191 catheter days (median, 79). complications included 66 cases of cabsi (5.78%; 0.43‰ catheter days), 38 cases of crbsi (3.33%; 0.25‰ catheter days), 28 cases of pb (2.45%; 0.18‰ catheter days), and 23 cases of uedvt (2.01%; 0.15‰ catheter days). compared to pb, crbsi showed significantly different risk factors, a higher incidence density per catheter days, and a shorter median time to infection."
33298237,Total parenteral nutrition,"parenteral nutrition (odds ratio [or], 3.40; 95% confidence interval [ci], 1.77-6.52) and admission to the hematology ward (or, 4.90; 95% ci, 2.25-10.71) were independently associated with crbsi and pb, respectively."
33298237,PICC infection,"methods: catheter-associated bloodstream infection (cabsi) including catheter-related bloodstream infection (crbsi), primary bacteremia (pb), and upper extremity deep vein thrombosis (uedvt) were recorded. the median times to infection were 24, 41, and 60 days for crbsi, pb, and uedvt, respectively. compared to pb, crbsi showed significantly different risk factors, a higher incidence density per catheter days, and a shorter median time to infection."
33298237,Hospitalisation/ Medical department admission/ discharged to a skilled-nursing facility,"parenteral nutrition (odds ratio [or], 3.40; 95% confidence interval [ci], 1.77-6.52) and admission to the hematology ward (or, 4.90; 95% ci, 2.25-10.71) were independently associated with crbsi and pb, respectively. admission to the hematology ward (or, 12.46; 95% ci, 2.49-62.50) or to the oncology ward (or, 7.89; 95% ci, 1.77-35.16) was independently associated with uedvt."
23710585,Chemotherapy,"the multivariable analyses showed that chemotherapy history, less activities and diabetes were the key risk factors for thrombosis. the history of chemotherapy, less activities and diabetes were found to be the key risk factors."
23710585,Diabete,"the multivariable analyses showed that chemotherapy history, less activities and diabetes were the key risk factors for thrombosis. the history of chemotherapy, less activities and diabetes were found to be the key risk factors."
23710585,Cancer,"risk factors associated with picc-related upper extremity venous thrombosis in cancer patients. aims and objectives: to investigate the incidence and risk factors for peripherally inserted central venous catheters-related upper extremity venous thrombosis in patients with cancer. background: with the widespread use of peripherally inserted central venous catheters, peripherally inserted central venous catheters-related upper extremity venous thrombosis in patients with cancer leads to increasing morbidity and mortality. design and methods: consecutive patients with cancer who were scheduled to receive peripherally inserted central venous catheters, between september 2009 and may 2012, were prospectively studied in our centre. results: a total of 89 patients with cancer were studied in our research."
31674857,Chemotherapy,"picc-port totally implantable vascular access device in breast cancer patients undergoing chemotherapy. background and objectives: the increasing use of arm totally implantable vascular access devices for breast cancer patients who require chemotherapy has led to a greater risk of complications and failures and, in particular, to upper extremity deep vein thrombosis. a prospective study was conducted on 418 adult female breast cancer patients undergoing chemotherapy. conclusion: the peripherally inserted central catheter-port is a safe vascular device for chemotherapy delivery that achieves similar clinical results as traditional long-term vascular access devices (peripherally inserted central catheter and arm totally implantable vascular access device, in particular) in breast cancer patients."
31674857,Cancer,"picc-port totally implantable vascular access device in breast cancer patients undergoing chemotherapy. background and objectives: the increasing use of arm totally implantable vascular access devices for breast cancer patients who require chemotherapy has led to a greater risk of complications and failures and, in particular, to upper extremity deep vein thrombosis. this study aims to investigate the outcomes of the arm peripherally inserted central catheter-port technique in breast cancer patients. a prospective study was conducted on 418 adult female breast cancer patients undergoing chemotherapy. conclusion: the peripherally inserted central catheter-port is a safe vascular device for chemotherapy delivery that achieves similar clinical results as traditional long-term vascular access devices (peripherally inserted central catheter and arm totally implantable vascular access device, in particular) in breast cancer patients."
31674857,BMI,"with regard to the patients' characteristics, body mass index <22.5 was the only significant risk for failure (p = 0.027)."
34399039,Cancer,"the negative predictive value of peripherally inserted central catheter-associated vein thrombosis in the cancer group (80.0%, 95% ci: 73.2%-85.4%) was higher than that of the non-cancer group (60.0%, 95% ci: 35.7%-80.2%)."
25940453,Number of comorbidities/HTA/Hyperglycemia,"peripherally inserted central catheter presence, comorbidities, venous thrombosis risk factors, and thrombotic events within 90 days from hospital admission were ascertained by phone and record review."
